,Montreal,Vancouver,Ottawa,Toronto,Victoria,St. John's,Edmonton,Calgary,Moncton,Fredericton,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2021-06-10,11,0,11,11,2,0,19,17,11,11,11.0,3.0,2.0,10.0,11.0
2021-06-11,12,1,12,12,3,0,20,0,0,12,12.0,4.0,3.0,11.0,0.0
2021-06-12,13,2,13,13,4,1,0,1,1,13,13.0,5.0,0.0,12.0,0.0
2021-06-13,14,3,14,14,5,2,1,2,2,0,14.0,6.0,0.0,13.0,0.0
2021-06-14,15,4,15,15,6,3,2,3,3,1,15.0,7.0,1.0,0.0,0.0
2021-06-15,16,5,16,16,7,4,3,4,4,2,16.0,8.0,2.0,0.0,1.0
2021-06-16,0,6,17,17,8,5,4,5,5,3,0.0,9.0,3.0,1.0,2.0
2021-06-17,1,7,0,0,9,6,5,6,6,4,1.0,0.0,0.0,0.0,3.0
2021-06-18,2,0,1,1,10,7,6,7,7,5,0.0,1.0,1.0,1.0,0.0
2021-06-19,3,1,2,2,11,8,7,8,8,6,0.0,2.0,0.0,2.0,0.0
2021-06-20,4,2,3,3,12,9,8,9,9,7,1.0,0.0,0.0,0.0,1.0
2021-06-21,5,3,4,0,13,10,9,10,10,8,2.0,0.0,0.0,0.0,2.0
2021-06-22,0,4,0,0,14,11,10,11,11,9,0.0,1.0,1.0,0.0,3.0
2021-06-23,0,5,0,0,15,12,11,12,0,10,0.0,2.0,2.0,1.0,0.0
2021-06-24,1,6,1,1,16,13,12,13,1,0,0.0,0.0,0.0,2.0,0.0
2021-06-25,2,7,2,2,17,14,13,14,2,0,1.0,0.0,1.0,3.0,0.0
2021-06-26,3,8,3,3,18,15,14,15,3,1,2.0,1.0,2.0,4.0,1.0
2021-06-27,4,9,4,4,19,16,15,16,4,2,3.0,2.0,3.0,0.0,2.0
2021-06-28,5,10,5,5,20,17,16,17,5,3,4.0,0.0,0.0,0.0,3.0
2021-06-29,6,11,6,6,21,18,17,18,6,4,5.0,0.0,1.0,0.0,4.0
2021-06-30,7,12,7,7,22,19,18,19,7,5,6.0,1.0,2.0,0.0,0.0
2021-07-01,8,13,8,8,23,20,19,20,8,6,7.0,2.0,3.0,1.0,0.0
2021-07-02,9,14,9,9,24,21,20,21,9,7,0.0,3.0,4.0,2.0,0.0
2021-07-03,10,15,10,10,25,22,21,22,10,8,0.0,4.0,5.0,3.0,0.0
2021-07-04,0,16,11,11,26,23,22,23,11,0,0.0,0.0,6.0,4.0,0.0
2021-07-05,1,17,12,12,27,24,23,24,12,0,0.0,1.0,7.0,5.0,0.0
2021-07-06,2,18,13,13,28,25,24,25,13,0,1.0,2.0,8.0,6.0,1.0
2021-07-07,3,19,14,14,29,26,25,26,14,0,2.0,0.0,9.0,0.0,2.0
2021-07-08,4,20,15,15,30,27,26,27,0,0,3.0,1.0,0.0,0.0,3.0
2021-07-09,0,21,16,16,31,28,27,28,1,1,0.0,2.0,1.0,0.0,0.0
2021-07-10,1,22,17,17,32,29,28,29,2,2,0.0,3.0,2.0,1.0,1.0
2021-07-11,2,23,18,18,33,30,29,30,3,3,0.0,4.0,3.0,2.0,0.0
2021-07-12,3,24,19,19,34,31,30,31,4,4,0.0,5.0,4.0,0.0,0.0
2021-07-13,4,25,20,20,35,32,31,32,0,0,0.0,6.0,0.0,0.0,0.0
2021-07-14,5,26,21,21,36,33,32,33,1,1,1.0,7.0,1.0,0.0,0.0
2021-07-15,6,0,22,22,37,34,33,34,2,2,2.0,8.0,2.0,1.0,1.0
2021-07-16,7,0,23,23,38,35,34,35,3,3,3.0,9.0,3.0,2.0,2.0
2021-07-17,8,1,24,24,39,36,35,36,4,4,4.0,10.0,4.0,3.0,3.0
2021-07-18,9,2,25,25,40,37,36,37,5,5,5.0,11.0,5.0,4.0,4.0
2021-07-19,10,3,26,26,41,38,37,38,6,6,6.0,12.0,6.0,5.0,5.0
2021-07-20,11,4,27,27,42,39,38,39,7,7,0.0,13.0,7.0,6.0,6.0
2021-07-21,12,5,28,0,43,40,39,40,8,8,0.0,14.0,8.0,7.0,0.0
2021-07-22,13,6,29,0,44,41,40,41,9,9,0.0,15.0,0.0,8.0,0.0
2021-07-23,14,7,30,1,45,42,0,42,10,10,1.0,0.0,0.0,9.0,0.0
2021-07-24,15,8,31,2,46,43,0,43,11,11,2.0,0.0,0.0,0.0,0.0
2021-07-25,16,9,32,3,47,44,1,44,12,12,3.0,1.0,0.0,0.0,0.0
2021-07-26,17,10,33,4,48,45,2,45,13,13,4.0,2.0,1.0,1.0,0.0
2021-07-27,18,11,34,0,49,46,3,46,14,14,0.0,3.0,2.0,0.0,0.0
2021-07-28,19,12,0,1,50,47,4,47,0,0,0.0,4.0,3.0,1.0,0.0
2021-07-29,20,13,1,2,51,48,5,48,0,0,0.0,5.0,4.0,2.0,0.0
2021-07-30,21,14,0,3,52,49,6,49,1,1,0.0,6.0,0.0,3.0,0.0
2021-07-31,0,15,0,0,53,50,7,50,2,2,0.0,0.0,0.0,0.0,0.0
2021-08-01,0,16,0,1,54,51,8,51,0,0,0.0,0.0,1.0,0.0,0.0
2021-08-02,0,17,1,0,55,52,9,52,0,1,1.0,0.0,2.0,1.0,0.0
2021-08-03,1,18,0,0,56,53,10,53,0,2,0.0,1.0,3.0,2.0,0.0
2021-08-04,2,19,1,1,57,54,11,54,1,3,1.0,2.0,4.0,3.0,0.0
2021-08-05,3,20,2,2,58,55,12,55,2,4,2.0,3.0,5.0,0.0,0.0
2021-08-06,4,21,3,3,59,56,13,56,3,5,3.0,4.0,6.0,0.0,1.0
2021-08-07,5,22,4,4,60,57,14,57,4,6,4.0,5.0,7.0,1.0,2.0
2021-08-08,6,23,5,5,61,0,15,58,0,7,5.0,6.0,8.0,2.0,0.0
2021-08-09,7,24,6,6,62,0,0,59,0,8,6.0,7.0,9.0,3.0,0.0
2021-08-10,8,25,7,7,63,0,1,60,1,9,7.0,8.0,10.0,4.0,0.0
2021-08-11,9,26,8,8,64,1,2,61,2,10,8.0,9.0,11.0,5.0,0.0
2021-08-12,10,27,9,9,65,2,0,62,3,11,9.0,0.0,0.0,0.0,1.0
2021-08-13,11,28,10,10,66,3,1,63,4,12,10.0,0.0,1.0,0.0,0.0
2021-08-14,12,29,11,11,67,4,2,64,5,13,11.0,1.0,2.0,1.0,1.0
2021-08-15,13,30,12,12,68,5,3,65,6,14,0.0,2.0,3.0,2.0,2.0
2021-08-16,0,31,0,13,69,6,4,66,7,15,0.0,3.0,4.0,3.0,3.0
2021-08-17,1,32,1,14,70,7,5,67,8,16,0.0,4.0,0.0,4.0,0.0
2021-08-18,2,0,2,15,0,8,0,0,9,17,1.0,5.0,1.0,5.0,0.0
2021-08-19,3,1,3,16,1,9,1,1,10,18,2.0,6.0,2.0,6.0,1.0
2021-08-20,4,2,4,17,2,10,2,2,11,19,3.0,7.0,3.0,7.0,2.0
2021-08-21,5,3,5,18,3,11,0,3,12,20,4.0,8.0,0.0,8.0,3.0
2021-08-22,6,4,6,19,4,0,1,4,13,21,5.0,0.0,1.0,9.0,4.0
2021-08-23,7,5,7,20,5,0,2,5,14,22,6.0,0.0,2.0,10.0,5.0
2021-08-24,8,0,8,21,6,1,3,0,15,23,7.0,0.0,0.0,11.0,6.0
2021-08-25,9,1,9,22,7,2,4,0,16,24,8.0,0.0,1.0,0.0,7.0
2021-08-26,10,2,10,23,8,3,5,1,17,25,9.0,1.0,0.0,0.0,8.0
2021-08-27,11,3,11,24,9,4,6,2,18,26,10.0,2.0,1.0,1.0,9.0
2021-08-28,12,0,12,25,10,5,7,3,19,27,11.0,3.0,2.0,2.0,10.0
2021-08-29,13,1,13,26,11,6,8,4,20,28,12.0,0.0,3.0,3.0,11.0
2021-08-30,14,2,14,27,12,7,9,5,21,29,13.0,1.0,4.0,4.0,12.0
2021-08-31,15,0,15,28,0,8,10,6,22,30,14.0,2.0,5.0,5.0,13.0
2021-09-01,16,0,16,29,0,9,11,7,23,31,15.0,3.0,6.0,6.0,14.0
2021-09-02,17,1,17,30,1,10,12,8,24,32,0.0,4.0,7.0,7.0,15.0
2021-09-03,18,2,18,0,2,11,13,9,25,33,0.0,5.0,8.0,8.0,0.0
2021-09-04,19,3,19,1,3,12,14,10,26,0,0.0,6.0,9.0,9.0,0.0
2021-09-05,20,4,20,2,4,13,15,11,27,0,1.0,0.0,10.0,10.0,0.0
2021-09-06,21,5,21,3,5,14,16,12,28,1,2.0,1.0,11.0,11.0,1.0
2021-09-07,22,6,22,4,6,15,17,13,29,2,3.0,2.0,12.0,12.0,2.0
2021-09-08,23,7,23,5,7,16,18,14,30,3,4.0,3.0,13.0,13.0,0.0
2021-09-09,24,8,24,6,8,17,19,15,31,4,5.0,4.0,14.0,14.0,1.0
2021-09-10,25,9,25,7,9,18,20,16,32,5,6.0,5.0,15.0,15.0,0.0
2021-09-11,26,10,26,8,10,19,21,17,33,6,7.0,0.0,0.0,16.0,1.0
2021-09-12,27,11,27,9,11,20,22,18,34,7,8.0,0.0,1.0,17.0,2.0
2021-09-13,28,12,28,10,12,21,23,19,35,8,9.0,1.0,2.0,18.0,3.0
2021-09-14,29,13,29,11,13,22,24,20,36,9,10.0,0.0,0.0,19.0,0.0
2021-09-15,30,14,30,12,14,23,25,21,37,10,11.0,1.0,0.0,0.0,1.0
2021-09-16,31,0,31,13,0,24,26,22,38,11,0.0,2.0,1.0,1.0,2.0
2021-09-17,32,0,32,14,1,25,0,23,39,12,1.0,0.0,0.0,2.0,0.0
2021-09-18,33,1,33,15,2,26,1,24,40,13,2.0,1.0,1.0,3.0,1.0
2021-09-19,34,2,34,16,3,27,2,25,41,14,3.0,0.0,0.0,4.0,2.0
2021-09-20,35,3,35,17,4,28,3,26,42,15,4.0,0.0,0.0,0.0,3.0
2021-09-21,36,0,36,18,5,29,4,27,43,16,0.0,0.0,0.0,0.0,4.0
2021-09-22,37,1,37,19,6,30,5,28,44,17,1.0,1.0,1.0,1.0,5.0
2021-09-23,38,2,38,20,7,31,0,29,45,18,2.0,0.0,0.0,2.0,6.0
2021-09-24,39,3,39,21,8,32,1,30,46,19,3.0,0.0,0.0,3.0,7.0
2021-09-25,40,4,40,22,9,33,2,31,47,20,4.0,1.0,1.0,0.0,8.0
2021-09-26,41,5,41,0,10,34,3,32,48,21,5.0,0.0,2.0,1.0,9.0
2021-09-27,42,6,42,1,11,35,4,33,49,22,0.0,1.0,3.0,2.0,0.0
2021-09-28,0,7,43,2,12,36,5,34,50,23,0.0,2.0,4.0,3.0,1.0
2021-09-29,1,8,44,3,13,37,6,35,51,24,1.0,3.0,5.0,4.0,2.0
2021-09-30,2,9,45,4,14,38,7,36,52,25,2.0,4.0,6.0,5.0,3.0
2021-10-01,3,10,46,5,15,39,8,37,53,26,3.0,5.0,7.0,6.0,4.0
2021-10-02,4,11,47,6,16,40,9,38,54,27,4.0,6.0,8.0,7.0,5.0
2021-10-03,5,12,48,7,17,41,10,39,55,28,5.0,7.0,9.0,8.0,6.0
2021-10-04,6,13,49,8,18,42,11,40,56,29,6.0,8.0,0.0,9.0,7.0
2021-10-05,7,14,50,9,19,43,12,41,57,30,7.0,9.0,1.0,10.0,8.0
2021-10-06,8,0,51,10,20,44,13,42,58,31,8.0,10.0,0.0,11.0,9.0
2021-10-07,9,0,52,11,0,45,14,43,59,32,0.0,11.0,1.0,12.0,0.0
2021-10-08,10,1,53,12,1,46,15,44,0,33,1.0,12.0,2.0,13.0,0.0
2021-10-09,11,2,54,13,2,47,0,45,0,0,2.0,13.0,3.0,14.0,0.0
2021-10-10,12,3,55,14,3,48,1,46,1,0,3.0,14.0,4.0,15.0,0.0
2021-10-11,13,4,56,15,4,49,2,47,2,1,4.0,15.0,5.0,16.0,1.0
2021-10-12,14,5,57,16,0,50,3,0,3,2,5.0,16.0,6.0,0.0,2.0
2021-10-13,15,6,58,17,1,51,4,0,4,3,6.0,17.0,7.0,1.0,3.0
2021-10-14,16,7,59,18,2,52,5,1,5,4,7.0,18.0,8.0,2.0,4.0
2021-10-15,17,8,60,19,3,53,0,2,6,5,8.0,19.0,9.0,3.0,5.0
2021-10-16,18,9,61,20,4,54,1,3,7,6,9.0,20.0,10.0,4.0,6.0
2021-10-17,19,10,62,21,5,55,2,4,8,7,10.0,21.0,11.0,5.0,7.0
2021-10-18,20,11,63,22,0,56,3,5,9,8,11.0,22.0,12.0,6.0,8.0
2021-10-19,21,0,64,23,0,57,4,6,10,9,12.0,23.0,0.0,7.0,0.0
2021-10-20,22,1,65,24,1,58,5,7,11,10,13.0,0.0,0.0,8.0,1.0
2021-10-21,23,2,66,25,2,59,6,8,12,11,14.0,1.0,1.0,0.0,2.0
2021-10-22,24,3,67,26,3,60,7,9,13,12,0.0,2.0,2.0,1.0,3.0
2021-10-23,25,4,68,27,4,61,8,10,14,13,0.0,3.0,3.0,2.0,4.0
2021-10-24,26,5,69,28,5,62,9,11,15,14,0.0,4.0,4.0,3.0,5.0
2021-10-25,27,6,70,29,6,63,10,12,16,15,0.0,5.0,5.0,4.0,6.0
2021-10-26,28,7,71,30,7,64,11,13,17,16,1.0,6.0,6.0,5.0,7.0
2021-10-27,29,8,72,31,8,0,12,14,18,17,2.0,7.0,7.0,6.0,8.0
2021-10-28,30,9,73,32,9,1,13,15,19,18,3.0,8.0,8.0,7.0,9.0
2021-10-29,31,10,74,33,10,2,14,16,20,19,4.0,9.0,9.0,8.0,10.0
2021-10-30,32,11,75,34,11,3,15,17,21,20,5.0,10.0,10.0,9.0,0.0
2021-10-31,33,0,76,35,0,4,0,0,22,21,6.0,11.0,0.0,10.0,1.0
2021-11-01,34,1,77,36,0,5,0,0,23,22,7.0,12.0,0.0,11.0,2.0
2021-11-02,35,2,78,37,1,6,1,1,24,23,8.0,0.0,0.0,12.0,3.0
2021-11-03,36,3,79,38,2,7,2,2,25,24,9.0,0.0,0.0,0.0,4.0
2021-11-04,37,4,80,39,3,8,3,3,26,25,10.0,1.0,1.0,1.0,5.0
2021-11-05,38,5,81,0,4,9,4,4,27,26,0.0,2.0,2.0,2.0,0.0
2021-11-06,39,6,82,1,5,10,5,5,28,27,1.0,3.0,3.0,3.0,0.0
2021-11-07,40,7,83,2,6,11,6,6,29,28,2.0,4.0,4.0,4.0,1.0
2021-11-08,41,8,84,3,7,12,7,7,30,29,3.0,5.0,5.0,5.0,2.0
2021-11-09,42,9,85,4,8,13,8,8,31,30,4.0,6.0,6.0,6.0,3.0
2021-11-10,43,10,86,5,9,14,9,9,32,31,5.0,7.0,7.0,7.0,4.0
2021-11-11,44,11,87,6,10,15,10,10,33,32,6.0,8.0,8.0,8.0,0.0
2021-11-12,45,12,88,7,11,0,11,11,34,33,7.0,9.0,9.0,9.0,0.0
2021-11-13,46,13,89,8,12,1,12,12,35,34,8.0,10.0,10.0,10.0,1.0
2021-11-14,47,14,90,9,13,2,13,13,36,35,9.0,0.0,11.0,11.0,2.0
2021-11-15,48,15,91,10,14,3,14,14,37,36,10.0,1.0,12.0,12.0,3.0
2021-11-16,49,16,92,11,15,4,15,15,38,37,11.0,2.0,13.0,13.0,4.0
2021-11-17,50,17,93,12,16,5,16,16,39,38,12.0,3.0,14.0,14.0,5.0
2021-11-18,51,18,94,13,17,6,17,17,40,39,13.0,4.0,15.0,15.0,6.0
2021-11-19,52,19,95,14,18,7,18,18,41,40,14.0,5.0,16.0,16.0,7.0
2021-11-20,53,20,96,15,19,8,19,19,42,41,15.0,6.0,17.0,17.0,0.0
2021-11-21,54,21,97,16,20,0,20,20,43,42,16.0,0.0,0.0,0.0,0.0
2021-11-22,55,22,98,17,21,1,21,21,44,43,17.0,1.0,1.0,1.0,1.0
2021-11-23,56,23,99,18,22,2,0,22,45,44,18.0,2.0,0.0,2.0,2.0
2021-11-24,57,24,100,19,23,3,1,23,46,45,19.0,0.0,0.0,0.0,3.0
2021-11-25,58,25,101,20,24,4,2,24,47,46,20.0,1.0,0.0,0.0,4.0
2021-11-26,59,26,102,0,25,5,3,25,48,47,21.0,2.0,1.0,1.0,5.0
2021-11-27,60,27,103,1,26,6,4,26,49,48,0.0,3.0,0.0,2.0,0.0
2021-11-28,61,28,104,2,27,7,5,27,50,49,0.0,4.0,1.0,0.0,0.0
2021-11-29,62,29,105,3,28,8,6,28,51,50,1.0,5.0,2.0,1.0,1.0
2021-11-30,63,30,106,0,29,9,7,29,52,51,2.0,6.0,3.0,0.0,2.0
2021-12-01,64,31,107,1,30,10,8,30,53,52,3.0,7.0,4.0,1.0,3.0
2021-12-02,65,32,108,2,31,11,9,31,54,53,4.0,8.0,5.0,2.0,4.0
2021-12-03,0,33,109,3,32,12,10,32,55,54,5.0,9.0,0.0,3.0,0.0
2021-12-04,1,34,110,4,33,13,11,33,56,55,0.0,10.0,0.0,0.0,0.0
2021-12-05,2,35,111,5,34,14,12,34,57,56,1.0,0.0,0.0,1.0,0.0
2021-12-06,3,36,112,6,35,15,13,35,58,57,2.0,0.0,0.0,2.0,0.0
2021-12-07,4,37,113,7,36,16,14,36,59,58,3.0,0.0,0.0,0.0,1.0
2021-12-08,5,38,114,8,37,17,15,37,60,59,4.0,1.0,1.0,0.0,2.0
2021-12-09,6,39,0,9,38,18,16,38,61,60,5.0,2.0,2.0,1.0,0.0
2021-12-10,7,0,1,10,0,0,17,39,0,0,6.0,3.0,3.0,2.0,0.0
2021-12-11,8,1,2,11,1,1,18,40,1,1,7.0,4.0,4.0,3.0,1.0
2021-12-12,9,2,3,12,2,2,19,41,2,2,8.0,5.0,5.0,4.0,2.0
2021-12-13,10,3,4,13,3,3,20,42,3,3,9.0,6.0,6.0,5.0,3.0
2021-12-14,11,4,5,14,4,4,21,43,4,4,10.0,7.0,7.0,6.0,0.0
2021-12-15,12,5,6,15,5,5,0,0,5,5,11.0,8.0,0.0,7.0,1.0
2021-12-16,13,6,7,16,6,0,1,1,6,6,12.0,0.0,0.0,8.0,2.0
2021-12-17,14,7,8,17,7,0,0,0,7,7,13.0,0.0,0.0,9.0,3.0
2021-12-18,15,8,9,18,8,1,1,0,8,8,14.0,0.0,0.0,10.0,4.0
2021-12-19,16,9,10,19,9,2,2,1,9,9,15.0,0.0,0.0,11.0,5.0
2021-12-20,17,0,11,20,0,3,0,0,10,10,0.0,0.0,0.0,0.0,6.0
2021-12-21,18,0,12,21,1,0,1,1,11,11,1.0,0.0,0.0,0.0,0.0
2021-12-22,19,1,13,22,2,1,2,2,12,12,2.0,1.0,1.0,0.0,1.0
2021-12-23,0,2,0,23,3,2,3,3,13,0,3.0,2.0,2.0,1.0,0.0
2021-12-24,1,3,1,24,4,3,4,4,0,1,0.0,0.0,0.0,2.0,0.0
2021-12-25,2,0,2,25,0,4,5,0,1,2,0.0,0.0,0.0,0.0,1.0
2021-12-26,3,0,3,26,0,5,6,0,2,3,1.0,0.0,0.0,1.0,2.0
2021-12-27,4,0,4,27,0,6,0,0,3,4,2.0,0.0,0.0,0.0,3.0
2021-12-28,5,0,5,28,1,7,0,0,4,5,3.0,0.0,0.0,0.0,4.0
2021-12-29,6,0,6,29,0,8,1,0,5,6,4.0,0.0,0.0,0.0,5.0
2021-12-30,7,0,7,30,0,9,0,1,6,7,5.0,0.0,0.0,0.0,6.0
2021-12-31,8,0,8,31,0,10,0,2,7,8,6.0,0.0,0.0,0.0,7.0
2022-01-01,9,0,9,32,0,11,0,3,8,9,7.0,0.0,0.0,1.0,8.0
2022-01-02,10,1,10,33,1,12,1,4,9,10,8.0,0.0,0.0,0.0,9.0
2022-01-03,11,2,11,34,2,13,2,0,10,11,0.0,0.0,0.0,0.0,0.0
2022-01-04,12,3,12,35,3,14,3,0,11,12,0.0,0.0,0.0,0.0,0.0
2022-01-05,13,4,13,36,4,15,4,0,12,13,1.0,0.0,0.0,1.0,0.0
2022-01-06,14,0,14,37,5,16,0,0,13,14,2.0,0.0,0.0,0.0,1.0
2022-01-07,15,1,15,38,6,17,0,0,14,15,3.0,0.0,0.0,0.0,2.0
2022-01-08,16,0,16,39,7,18,0,0,15,16,0.0,0.0,0.0,0.0,0.0
2022-01-09,17,1,17,40,8,19,1,1,16,17,1.0,0.0,0.0,0.0,1.0
2022-01-10,0,2,0,0,0,20,2,2,17,18,0.0,1.0,1.0,0.0,2.0
2022-01-11,0,3,0,0,1,0,3,3,0,0,0.0,2.0,2.0,1.0,0.0
2022-01-12,1,4,1,1,2,0,4,4,0,0,0.0,3.0,3.0,2.0,0.0
2022-01-13,2,5,2,2,3,1,5,5,1,1,1.0,4.0,4.0,0.0,1.0
2022-01-14,3,6,3,0,4,2,6,6,2,2,0.0,5.0,5.0,1.0,2.0
2022-01-15,0,7,0,0,5,3,7,7,0,3,0.0,6.0,6.0,2.0,0.0
2022-01-16,0,8,0,1,6,4,8,8,0,4,0.0,7.0,7.0,3.0,0.0
2022-01-17,1,9,1,2,7,5,9,9,1,5,1.0,8.0,8.0,4.0,1.0
2022-01-18,0,10,2,3,8,6,0,10,2,6,2.0,9.0,9.0,5.0,2.0
2022-01-19,1,11,3,4,9,7,0,11,3,7,3.0,0.0,0.0,6.0,3.0
2022-01-20,0,12,0,5,10,8,1,0,4,8,0.0,0.0,0.0,7.0,4.0
2022-01-21,0,13,0,6,11,9,2,1,0,0,0.0,0.0,0.0,8.0,0.0
2022-01-22,0,14,0,7,12,10,3,2,0,0,0.0,0.0,1.0,0.0,0.0
2022-01-23,1,15,1,8,13,11,4,3,1,1,0.0,1.0,2.0,0.0,1.0
2022-01-24,0,16,0,9,14,12,5,4,2,2,0.0,2.0,3.0,0.0,0.0
2022-01-25,0,17,1,10,15,13,6,5,3,0,0.0,0.0,4.0,0.0,0.0
2022-01-26,0,18,0,11,16,14,7,6,0,0,0.0,1.0,5.0,1.0,0.0
2022-01-27,0,0,0,12,0,0,8,7,0,0,0.0,2.0,6.0,2.0,0.0
2022-01-28,0,0,1,13,0,0,9,8,1,1,1.0,3.0,7.0,3.0,0.0
2022-01-29,0,1,0,0,1,1,10,9,2,2,0.0,4.0,8.0,4.0,1.0
2022-01-30,0,2,0,1,2,2,11,10,3,3,1.0,5.0,9.0,5.0,2.0
2022-01-31,1,3,1,2,3,3,12,11,0,0,2.0,6.0,0.0,6.0,0.0
2022-02-01,2,4,2,3,0,4,13,0,0,0,0.0,0.0,0.0,0.0,0.0
2022-02-02,3,5,3,4,1,5,0,0,1,0,1.0,0.0,0.0,0.0,0.0
2022-02-03,4,6,4,5,2,6,1,1,2,1,2.0,0.0,0.0,0.0,1.0
2022-02-04,5,7,5,6,3,7,2,2,3,2,0.0,0.0,0.0,0.0,0.0
2022-02-05,6,8,6,0,4,8,3,3,0,3,0.0,1.0,1.0,1.0,0.0
2022-02-06,7,9,7,1,5,9,4,4,0,4,0.0,2.0,2.0,2.0,0.0
2022-02-07,8,10,8,2,6,10,5,5,1,5,1.0,3.0,3.0,3.0,0.0
2022-02-08,9,11,9,3,7,11,6,6,2,6,2.0,4.0,4.0,4.0,1.0
2022-02-09,10,12,10,4,8,12,7,7,3,7,3.0,5.0,5.0,5.0,2.0
2022-02-10,11,13,11,5,9,13,8,8,4,8,4.0,6.0,6.0,6.0,3.0
2022-02-11,12,14,12,6,10,14,9,9,5,9,5.0,7.0,7.0,7.0,4.0
2022-02-12,13,15,13,7,11,15,10,10,6,10,6.0,8.0,8.0,8.0,5.0
2022-02-13,14,16,14,8,12,16,11,11,7,11,0.0,9.0,9.0,9.0,6.0
2022-02-14,15,17,15,9,13,17,12,12,8,12,1.0,10.0,10.0,10.0,7.0
2022-02-15,16,18,16,10,14,18,13,13,9,13,2.0,11.0,11.0,11.0,8.0
2022-02-16,17,19,17,11,15,0,14,14,0,0,0.0,0.0,0.0,0.0,0.0
2022-02-17,18,20,18,12,16,1,15,15,1,1,1.0,0.0,0.0,0.0,1.0
2022-02-18,19,21,19,13,17,2,16,16,2,2,2.0,1.0,1.0,1.0,2.0
2022-02-19,20,22,20,14,18,3,17,17,3,3,0.0,2.0,2.0,2.0,0.0
2022-02-20,21,23,21,15,19,4,18,18,4,4,1.0,3.0,3.0,0.0,1.0
2022-02-21,22,24,22,16,20,5,0,0,5,5,2.0,0.0,0.0,0.0,2.0
2022-02-22,23,25,23,17,21,6,0,0,6,6,3.0,0.0,1.0,0.0,3.0
2022-02-23,24,0,24,18,0,7,1,0,7,7,4.0,0.0,0.0,0.0,4.0
2022-02-24,25,0,25,19,0,8,2,1,8,8,0.0,1.0,1.0,0.0,0.0
2022-02-25,26,1,26,20,0,9,3,2,9,9,0.0,2.0,2.0,1.0,0.0
2022-02-26,27,2,27,21,1,10,4,3,0,0,0.0,3.0,3.0,2.0,0.0
2022-02-27,28,3,28,22,2,0,5,4,1,1,1.0,4.0,4.0,3.0,0.0
2022-02-28,29,4,29,23,3,1,6,5,2,2,2.0,5.0,5.0,4.0,0.0
2022-03-01,30,5,30,24,4,0,7,6,3,3,3.0,6.0,6.0,5.0,0.0
2022-03-02,31,6,31,25,5,1,8,7,4,4,4.0,7.0,7.0,0.0,1.0
2022-03-03,32,7,32,26,6,2,9,8,5,5,0.0,8.0,8.0,0.0,0.0
2022-03-04,0,8,33,27,7,3,10,9,6,6,0.0,9.0,9.0,0.0,0.0
2022-03-05,1,9,34,28,8,4,11,10,7,7,1.0,10.0,0.0,1.0,0.0
2022-03-06,2,10,35,29,9,5,12,11,8,8,2.0,11.0,1.0,2.0,1.0
2022-03-07,3,11,36,30,10,6,13,12,9,9,3.0,12.0,2.0,3.0,2.0
2022-03-08,4,12,37,31,11,7,14,13,10,10,4.0,0.0,0.0,4.0,3.0
2022-03-09,5,13,38,32,12,8,15,14,11,11,5.0,0.0,0.0,0.0,4.0
2022-03-10,6,14,39,33,13,9,16,15,12,12,6.0,0.0,0.0,0.0,5.0
2022-03-11,7,15,40,34,14,10,0,16,13,13,7.0,0.0,0.0,0.0,6.0
2022-03-12,8,16,41,35,15,11,1,17,14,14,8.0,0.0,0.0,0.0,7.0
2022-03-13,9,17,42,36,16,12,2,18,15,15,9.0,1.0,1.0,0.0,0.0
2022-03-14,10,18,43,37,17,13,3,19,16,16,10.0,2.0,2.0,1.0,1.0
2022-03-15,11,19,44,38,18,14,4,20,17,17,11.0,3.0,3.0,2.0,2.0
2022-03-16,12,20,45,39,19,15,5,21,18,18,12.0,4.0,4.0,3.0,3.0
2022-03-17,13,21,46,40,20,16,6,22,19,19,13.0,5.0,5.0,4.0,4.0
2022-03-18,14,22,47,41,21,17,7,23,20,20,14.0,6.0,6.0,5.0,5.0
2022-03-19,15,23,48,42,22,18,8,24,21,21,15.0,7.0,7.0,6.0,6.0
2022-03-20,16,24,49,43,23,19,9,25,22,22,16.0,8.0,8.0,7.0,7.0
2022-03-21,17,25,50,44,24,20,10,26,23,23,17.0,9.0,9.0,8.0,8.0
2022-03-22,18,26,51,45,25,21,11,27,24,24,18.0,10.0,10.0,9.0,9.0
2022-03-23,19,27,52,46,26,22,12,28,25,25,19.0,11.0,11.0,10.0,10.0
2022-03-24,20,0,53,47,27,23,13,29,26,26,20.0,12.0,12.0,11.0,0.0
2022-03-25,21,1,54,48,28,24,14,30,27,27,21.0,0.0,13.0,0.0,1.0
2022-03-26,22,2,55,49,29,25,15,31,28,28,22.0,1.0,14.0,0.0,2.0
2022-03-27,23,3,56,50,30,26,16,32,29,29,23.0,2.0,15.0,0.0,3.0
2022-03-28,0,4,0,0,31,27,17,33,30,30,0.0,3.0,16.0,0.0,4.0
2022-03-29,1,5,0,1,32,28,18,34,31,31,0.0,4.0,17.0,1.0,0.0
2022-03-30,0,6,0,0,33,29,19,35,32,32,0.0,5.0,18.0,2.0,0.0
2022-03-31,1,7,1,1,34,30,20,36,33,33,0.0,6.0,19.0,3.0,1.0
2022-04-01,2,8,2,2,35,31,21,37,34,34,1.0,7.0,20.0,4.0,2.0
